5215578,5215791,3875725,3875938,0.883910,5215578,3875725,43
5082048,5082965,4735741,4736658,0.757078,5082192,4735885,774
5074361,5074448,4697291,4697378,0.882576,5074411,4697341,38
5074361,5074448,4510881,4510968,0.890152,5074411,4510931,38
5074358,5074450,4429366,4429458,0.884328,5074412,4429420,39
5074362,5074446,3407448,3407532,0.885057,5074411,3407497,36
5147818,5148742,4834091,4835015,0.942826,5148246,4834518,487
5207805,5207894,3822648,3822735,0.805825,5207858,3822699,37
5067984,5068307,4712109,4712432,0.761538,5067984,4712109,324
5215603,5215691,4723066,4723151,0.811881,5215657,4723117,35
5229072,5229108,4550569,4550605,0.805825,5229072,4550569,37
5207802,5207840,4871671,4871709,0.819048,5207802,4871671,39
5050735,5050820,4723066,4723151,0.838384,5050785,4723116,36
5050733,5050821,3407445,3407533,0.862745,5050786,3407498,36
5050784,5050821,3884872,3884909,0.855769,5050784,3884872,38
5207863,5207953,1078787,1078871,0.803922,5207915,1078833,39
5215705,5215890,4722969,4723148,0.796791,5215720,4722983,72
5078543,5078572,2135592,2135621,0.820690,5078543,2135592,30
5133183,5133407,4782166,4782390,0.926471,5133183,4782166,225
5041354,5041454,4912512,4912611,0.816832,5041415,4912572,40
5030743,5049758,4677171,4696186,0.972346,5039490,4685917,8095
5207853,5207951,447385,447479,0.951230,5207916,447444,36
5030743,5049758,4677171,4696186,0.972346,5039410,4685838,89
5030743,5049758,4677171,4696186,0.972399,5039221,4685648,189
5215857,5219503,4912422,4916067,0.976501,5215857,4912422,66
5030743,5049758,4677171,4696186,0.972345,5033286,4679714,5942
5021286,5021360,4164237,4164311,0.975573,5021286,4164237,41
5018648,5028440,4666270,4676073,0.970525,5024043,4671665,1423
5060700,5060738,2819397,2819435,0.970787,5060700,2819397,39
5074414,5074446,2323735,2323767,0.970885,5074414,2323735,33
5229074,5229156,279426,279507,0.966606,5229074,279426,34
5047607,5047692,4463011,4463089,0.966800,5047607,4463011,37
5207858,5207896,2184459,2184497,0.966630,5207858,2184459,39
5047611,5047644,441002,441035,0.966600,5047611,441002,34
5215648,5215843,4510833,4511009,0.821429,5215656,4510840,38
5219515,5219550,2805442,2805477,0.814433,5219515,2805442,36
5207916,5207952,3716867,3716903,0.820513,5207916,3716867,37
5131167,5131339,4817819,4817991,0.858006,5131167,4817819,173
5074361,5074398,4450840,4450877,0.811224,5074361,4450840,38
5215758,5215791,4523630,4523663,0.817708,5215758,4523630,34
5147542,5149007,2115278,2116746,0.945010,5147572,2115306,104
5069051,5069516,4717677,4718141,0.950139,5069059,4717684,458
5229076,5229108,279627,279659,0.943478,5229076,279627,33
5215859,5215953,278685,278777,0.940767,5215924,278748,30
5207466,5207668,4904313,4904521,0.892473,5207466,4904313,93
5041365,5041402,478727,478764,0.857143,5041365,478727,38
5207805,5207840,447544,447579,0.855856,5207805,447544,36
5197221,5207850,4894183,4904818,0.968033,5207447,4904415,404
5215858,5215896,848226,848264,0.967680,5215858,848226,39
5207857,5207896,2534779,2534818,0.967779,5207857,2534779,40
5060737,5060790,716076,716129,0.967438,5060737,716076,54
5233519,5233555,2277400,2277436,0.967674,5233519,2277400,37
5107961,5109917,4011028,4012984,0.972145,5107961,4011028,1957
5151464,5152582,4836341,4837453,0.932082,5151837,4836709,700
5074420,5074464,3646060,3646104,0.911638,5074420,3646060,45
5215802,5215995,4462958,4463138,0.863071,5215959,4463102,37
4945824,4946256,3153820,3154252,0.960417,4946159,3154155,98
5233469,5233553,2462353,2462430,0.940618,5233469,2462353,41
5173382,5173412,1136809,1136839,0.944039,5173382,1136809,31
5215960,5216045,4521743,4521820,0.823077,5216005,4521780,41
5207803,5207840,4458780,4458818,0.843373,5207806,4458784,35
5216001,5216068,447385,447451,0.811594,5216005,447388,41
4925065,4925699,364275,364909,0.718704,4925497,364707,203
5097516,5102993,3147841,3153315,0.966739,5101322,3151644,1672
4919965,4920384,338776,339195,0.890135,4920304,339115,81
4917848,4918267,338776,339195,0.883408,4918187,339115,81
5050732,5050824,279470,279564,0.881007,5050732,279470,41
5032383,5032449,143875,143941,0.879050,5032383,143875,67
5215805,5215890,2160820,2160899,0.829787,5215852,2160861,39
5041366,5041451,4429328,4429405,0.804511,5041366,4429328,38
5041366,5041451,436041,436124,0.827068,5041366,436041,35
5050793,5050820,1156624,1156651,0.817460,5050793,1156624,28
5215859,5216044,435948,436124,0.828877,5215955,436037,40
5229189,5229226,4429419,4429456,0.827027,5229189,4429419,38
5197221,5207850,4894183,4904818,0.969549,5204440,4901407,3013
5041365,5041451,2156270,2156348,0.966917,5041365,2156270,37
5032386,5032422,447544,447580,0.966917,5032386,447544,37
5215758,5215846,4694037,4694124,0.834532,5215799,4694077,48
5173379,5173415,1078834,1078870,0.851562,5173379,1078834,37
5215757,5215846,4450799,4450880,0.862595,5215757,4450799,36
5215604,5215695,4697292,4697380,0.835616,5215656,4697341,40
5074409,5074447,4521853,4521891,0.834483,5074409,4521853,39
5229189,5229227,2156271,2156309,0.841379,5229189,2156271,39
4878014,4878198,2969550,2969734,0.754167,4878168,2969704,31
4878014,4878198,2969550,2969734,0.725947,4878014,2969550,71
4877379,4877853,2968915,2969386,0.709611,4877729,2969265,43
4874948,4875108,2965280,2965440,0.720648,4875055,2965387,54
5229074,5229108,3889349,3889383,0.728070,5229074,3889349,35
5050724,5050772,3822689,3822736,0.766917,5050734,3822698,39
5207856,5207952,478675,478765,0.750000,5207916,478729,37
5215859,5216040,4429329,4429492,0.824176,5215957,4429417,46
5067451,5069021,4715944,4717515,0.918563,5067451,4715944,637
4864547,4864654,2956239,2956346,0.938650,4864547,2956239,108
4864557,4864654,2952215,2952312,0.943413,4864557,2952215,98
4860972,4861897,2949752,2950677,0.864343,4861122,2949902,776
4994981,4995037,2260497,2260553,0.737089,4994981,2260497,40
5032323,5032447,4307939,4308063,0.793103,5032363,4307979,85
5050785,5050822,4521967,4522004,0.816327,5050785,4521967,38
5215756,5215966,4912422,4912631,0.926087,5215821,4912486,146
4856090,4856295,2944863,2945068,0.762774,4856090,2944863,90
4853792,4855020,2942563,2943793,0.787045,4853990,2942761,944
4853246,4853344,2941983,2942081,0.730000,4853246,2941983,60
4851104,4851700,308871,309467,0.863636,4851287,309054,414
5050789,5050819,1136809,1136839,0.858824,5050789,1136809,31
5119207,5120462,2842419,2843676,0.878571,5119525,2842739,601
5215859,5215943,4259234,4259311,0.856132,5215903,4259271,41
5215858,5215943,4259233,4259311,0.823077,5215858,4259233,38
5215902,5215995,3345661,3345754,0.791367,5215902,3345661,34
5233472,5233553,2462538,2462612,0.784722,5233519,2462578,35
5147817,5148731,4834090,4835003,0.935685,5147817,4834090,416
5074361,5074447,2160820,2160903,0.800000,5074361,2160820,39
5215803,5215896,3407445,3407536,0.843750,5215855,3407494,39
4828219,4828337,348899,349017,0.784091,4828219,348899,119
4826431,4826843,347196,347608,0.778723,4826431,347196,413
5207857,5207950,3407446,3407532,0.797980,5207916,3407498,35
4822818,4823219,344161,344562,0.744635,4822818,344161,402
4994985,4995014,1387677,1387706,0.776596,4994985,1387677,30
5215581,5215643,4687819,4687881,0.867647,5215602,4687840,42
5060702,5060736,3654413,3654447,0.836066,5060702,3654413,35
5229186,5229225,4550567,4550606,0.863636,5229186,4550567,40
5207857,5207896,4293932,4293971,0.863636,5207857,4293932,40
5215806,5215869,2880318,2880384,0.797753,5215806,2880318,38
5215799,5215893,2616042,2616142,0.761538,5215858,2616107,36
5215959,5215996,848226,848263,0.757576,5215959,848226,38
5215656,5215692,2664445,2664481,0.755725,5215656,2664445,37
5025481,5025518,4360080,4360117,0.765152,5025481,4360080,38
5207803,5207840,592772,592809,0.765152,5207803,592772,38
4774306,4774343,3716865,3716902,0.772727,4774306,3716865,38
5215802,5215897,4697288,4697380,0.832000,5215858,4697341,40
4774211,4775136,4523533,4524448,0.944026,4774303,4523625,62
4774193,4774230,3716865,3716902,0.942541,4774193,3716865,38
4919924,4919962,4773410,4773448,0.940397,4919924,4773410,39
5173378,5173414,1388358,1388394,0.941372,5173378,1388358,37
5207806,5207950,2156078,2156210,0.775510,5207858,2156119,40
5006911,5006949,4871673,4871711,0.767123,5006911,4871673,39
4763357,4763536,4722968,4723153,0.794239,4763499,4723116,38
4763450,4763534,3407448,3407532,0.801418,4763500,3407498,35
4763358,4763536,4233287,4233465,0.791489,4763429,4233358,108
4763454,4763537,2812048,2812129,0.782609,4763498,2812090,40
4758370,4758516,4891729,4891875,0.759184,4758370,4891729,147
4757221,4757845,3046748,3047372,0.738589,4757221,3046748,625
4747290,4759646,4494373,4506728,0.968989,4756378,4503460,3269
5207803,5207840,646297,646334,0.965919,5207803,646297,38
4774308,4774343,4463103,4463138,0.965912,4774308,4463103,36
5047653,5047696,478546,478590,0.967057,5047653,478546,41
5229074,5229156,3875804,3875885,0.966866,5229074,3875804,66
5215804,5215893,478546,478634,0.870370,5215857,478598,37
4763358,4763394,3822700,3822736,0.879630,4763358,3822700,37
4763589,4763666,4521628,4521705,0.872180,4763589,4521628,36
5233517,5233553,557196,557232,0.865672,5233517,557196,37
4763488,4774127,4510829,4521484,0.977220,4763488,4510829,78
4725247,4725298,909572,909622,0.839623,4725247,909572,45
5215648,5215744,4687785,4687881,0.822785,5215648,4687785,97
5060702,5060739,777762,777799,0.858586,5060702,777762,38
4723211,4723297,74676,74762,0.822917,4723262,74727,36
4731984,4732019,143879,143914,0.812500,4731984,143879,36
5207912,5207947,4521512,4521547,0.822917,5207912,4521512,36
5215657,5215741,4521743,4521819,0.826087,5215701,4521779,41
5229190,5229221,2160868,2160899,0.819277,5229190,2160868,32
4727401,4727436,4458785,4458820,0.827586,4727401,4458785,36
5074356,5074443,435988,436073,0.820225,5074361,435994,37
5215756,5215966,4912422,4912631,0.935484,5215756,4912422,66
5229072,5229225,4521627,4521778,0.760736,5229117,4521664,40
5173377,5173414,4458782,4458819,0.757764,5173377,4458782,38
4703421,4715484,4438721,4450787,0.975389,4704396,4439696,7389
4727401,4727435,4463013,4463047,0.973908,4727401,4463013,35
5207805,5207840,4510931,4510966,0.973913,5207805,4510931,36
4763498,4763536,848225,848263,0.973294,4763498,848225,39
4774163,4774384,4521483,4521705,0.972491,4774190,4521511,195
4727409,4727437,873297,873325,0.973936,4727409,873297,29
5207916,5207951,3096582,3096617,0.973454,5207916,3096582,36
4763500,4763576,568567,568651,0.823009,4763500,568567,35
4673197,4687562,4409693,4424055,0.975938,4687415,4423908,148
4684170,4687597,4380494,4383919,0.984774,4687415,4383737,183
4684317,4687598,4243257,4246537,0.982050,4687415,4246353,178
4682331,4687562,4125387,4130614,0.982469,4687415,4130467,148
4682236,4687562,227624,232947,0.986889,4687415,232800,148
4682331,4687562,4125387,4130614,0.982634,4684989,4128042,623
4731984,4732021,279526,279563,0.980021,4731984,279526,38
4994966,4995084,557179,557297,0.977196,4994966,557179,119
5047653,5047693,447389,447429,0.979605,5047653,447389,41
4774194,4774229,3884873,3884908,0.980228,4774194,3884873,36
5173377,5173416,1171312,1171351,0.980030,5173377,1171312,40
5215656,5215741,4259233,4259311,0.975636,5215656,4259233,38
5215655,5215865,4912422,4912631,0.977391,5215655,4912422,66
5047608,5047691,4521968,4522043,0.975983,5047608,4521968,37
5047667,5047695,1003638,1003666,0.976277,5047667,1003638,29
5074362,5074447,447391,447479,0.839416,5074410,447442,38
4727401,4727436,275953,275988,0.837037,4727401,275953,36
4723210,4723241,2342057,2342088,0.832061,4723210,2342057,32
5050784,5050820,1388357,1388393,0.823529,5050784,1388357,37
5119207,5120462,2842419,2843676,0.879461,5120126,2843341,324
5229188,5229226,2812090,2812128,0.885246,5229188,2812090,39
5215883,5215991,2534758,2534866,0.819820,5215896,2534770,28
5074362,5074450,613966,614056,0.815951,5074418,614024,33
4763450,4763575,435995,436124,0.797927,4763450,435995,38
4774120,4774250,4523555,4523685,0.828194,4774190,4523625,61
5233518,5233555,4062080,4062117,0.818627,5233518,4062080,38
4640942,4646329,4125237,4130625,0.988320,4643746,4128042,2382
4640942,4646328,4125237,4130623,0.987851,4646127,4130422,202
4641155,4646320,4418892,4424056,0.991486,4643746,4421483,2382
4641155,4646329,227784,232958,0.992080,4643746,230375,2382
4723209,4723251,2534778,2534820,0.991191,4723209,2534778,43
5229189,5229225,4912523,4912559,0.991879,5229189,4912523,37
5229145,5229230,848178,848267,0.921769,5229186,848223,45
4994983,4995021,2819397,2819435,0.927083,4994983,2819397,39
4763317,4763361,2616108,2616152,0.914966,4763317,2616108,45
5207920,5207951,2604854,2604885,0.921708,5207920,2604854,32
5050734,5050762,3600589,3600617,0.924460,5050734,3600589,29
5207806,5207951,2156272,2156404,0.789116,5207858,2156312,40
5032395,5032422,4192929,4192956,0.770370,5032395,4192929,28
4774347,4774384,2616048,2616085,0.779310,4774347,2616048,38
5060676,5060811,1521628,1521772,0.790000,5060736,1521697,76
5207912,5207951,4521852,4521891,0.792683,5207912,4521852,40
5168742,5168789,3790577,3790624,0.778846,5168752,3790587,38
4723216,4723298,4550526,4550606,0.782609,4723259,4550567,40
4723173,4723249,4521970,4522045,0.787879,4723214,4522010,36
5173391,5173418,3105733,3105760,0.782258,5173391,3105733,28
4604562,4612721,4336334,4344495,0.945765,4604562,4336334,6427
5060701,5060736,4883583,4883618,0.955347,5060701,4883583,36
4763317,4763668,2155982,2156350,0.846774,4763516,2156192,49
5215758,5215843,1003687,1003772,0.848411,5215758,1003687,86
4774197,4774229,279627,279659,0.845506,4774197,279627,33
4744882,4744936,1866155,1866209,0.843915,4744882,1866155,55
5047607,5047643,3884873,3884909,0.850000,5047607,3884873,37
4887151,4888981,4001818,4003648,0.894150,4887151,4001818,1831
5041365,5041401,3716865,3716901,0.841667,5041365,3716865,37
5013824,5014104,3862924,3863204,0.788079,5013824,3862924,281
4731984,4732019,4521968,4522003,0.844011,4731984,4521968,36
5106397,5106841,2083882,2084308,0.836323,5106479,2083959,89
5207920,5207951,3875606,3875637,0.832905,5207920,3875606,32
4649786,4649840,332481,332534,0.857143,4649808,332502,33
4580812,4580958,646218,646364,0.843602,4580890,646296,69
5006911,5006949,646298,646336,0.846939,5006911,646298,39
5207916,5207950,4192921,4192955,0.850515,5207916,4192921,35
4580895,4580929,2377422,2377456,0.842784,4580895,2377422,35
4723258,4723301,220277,220320,0.851385,4723258,220277,44
4774195,4774230,4463103,4463138,0.850900,4774195,4463103,36
4763308,4763389,4429411,4429492,0.852874,4763308,4429411,82
5170112,5174224,4855277,4859389,0.962159,5170112,4855277,4113
4565498,4574399,4293976,4302876,0.967865,4574320,4302797,80
4763316,4763443,4293892,4294019,0.969849,4763316,4293892,90
5215659,5215691,2323735,2323767,0.970668,5215659,2323735,33
4851104,4851700,308871,309467,0.965100,4851104,308871,112
4635627,4642908,4373096,4380389,0.964290,4642673,4380154,236
5229173,5229224,1003670,1003721,0.963294,5229173,1003670,52
4574329,4574376,2475662,2475709,0.963275,4574329,2475662,48
4774195,4774233,478729,478767,0.963363,4774195,478729,39
5047607,5047709,4259233,4259330,0.968593,5047607,4259233,38
4554918,4555037,1904631,1904749,0.851240,4554986,1904699,36
4763514,4763624,4697265,4697376,0.889503,4763514,4697265,52
4763590,4763628,4465824,4465862,0.898810,4763590,4465824,39
4553552,4554534,4282520,4283494,0.936105,4553671,4282640,383
5215960,5215994,4523630,4523664,0.924765,5215960,4523630,35
4763317,4763393,436042,436124,0.920354,4763358,436089,36
4554911,4554952,3328321,3328363,0.935238,4554917,3328328,36
5070785,5074463,4719401,4723072,0.951425,5071010,4719617,3404
4538141,4538169,3946438,3946466,0.767742,4538141,3946438,29
4731984,4732020,4293985,4294021,0.767296,4731984,4293985,37
5229190,5229226,4192921,4192957,0.770440,5229190,4192921,37
5060701,5060736,1058215,1058250,0.766562,5060701,1058215,36
4731984,4732018,279426,279460,0.768987,4731984,279426,35
5032390,5032420,1136809,1136839,0.772436,5032390,1136809,31
4763587,4763625,914718,914756,0.771875,4763587,914718,39
4763491,4774127,4510832,4521484,0.978034,4763681,4511035,8805
4763410,4763536,4458694,4458820,0.971284,4763499,4458783,38
5215691,5215789,2616035,2616139,0.970857,5215757,2616107,33
4744882,4744915,3328329,3328362,0.970303,4744882,3328329,34
4763317,4763668,2155982,2156350,0.846361,4763408,2156078,80
4763501,4763668,4462922,4463090,0.883459,4763501,4462922,64
4535606,4535640,4521743,4521777,0.886076,4535606,4521743,35
5215859,5215894,4308003,4308038,0.878151,5215859,4308003,36
4499887,4525771,4233378,4259269,0.978507,4522857,4256355,2915
4509765,4513042,4380641,4383923,0.987226,4512870,4383749,149
4509765,4513042,4380641,4383923,0.987523,4511059,4381936,1790
4509764,4513042,4380640,4383923,0.989531,4509764,4380640,1296
4763315,4763535,3875701,3875940,0.968791,4763315,3875701,40
4499887,4525770,4233378,4259268,0.978767,4510437,4243928,1318
5215782,5215994,4233263,4233463,0.831776,5215859,4233338,35
4727401,4727435,4259235,4259269,0.831776,4727401,4259235,35
4574327,4574374,2679239,2679286,0.823789,4574327,2679239,48
4499887,4525770,4233378,4259268,0.978728,4499955,4233446,7841
4525735,4525780,3889348,3889393,0.980119,4525735,3889348,46
5233472,5233553,2462629,2462703,0.980139,5233522,2462672,32
4642927,4663897,4380494,4401461,0.986126,4645067,4382633,1061
4643074,4646360,4243257,4246541,0.985708,4646127,4246308,234
5138886,5140063,3162352,3163525,0.917160,5138918,3162386,56
4580827,4580930,2664378,2664482,0.911519,4580830,2664382,101
4525732,4525771,1256219,1256258,0.919085,4525732,1256219,40
5060701,5060730,2354042,2354071,0.920142,5060701,2354042,30
4641092,4646329,227718,232958,0.988184,4641154,227783,77
5074362,5074446,4233287,4233372,0.989985,5074412,4233338,35
4727397,4727435,2342000,2342040,0.991252,4727403,2342008,33
4525734,4525771,2812090,2812127,0.991455,4525734,2812090,38
5233517,5233555,1866153,1866191,0.991650,5233517,1866153,39
5229072,5229226,4521854,4522004,0.984992,5229187,4521965,40
4763492,4763541,3099726,3099774,0.748538,4763492,3099726,43
4623468,4632866,4355263,4364661,0.970610,4623468,4355263,9399
5050722,5050828,4233365,4233471,0.748936,5050722,4233365,107
4774195,4774271,3875804,3875887,0.747573,4774195,3875804,35
4797043,4797116,2580090,2580167,0.765625,4797088,2580139,29
4723214,4723297,4550524,4550605,0.781955,4723214,4550524,34
4723212,4723297,613966,614052,0.786765,4723212,613966,37
5025482,5025526,3788820,3788863,0.797872,5025482,3788820,41
5050709,5050772,4521982,4522044,0.838235,5050730,4522002,43
5106397,5106841,2083882,2084308,0.836323,5106573,2084052,70
4509765,4513015,229704,232958,0.984969,4512870,232812,143
4727393,4727435,3407491,3407533,0.983544,4727393,3407491,43
4499888,4499925,4510973,4511010,0.984152,4499888,4510973,38
5229073,5229109,914720,914756,0.984147,5229073,914720,37
4774307,4774343,2616107,2616143,0.983830,4774307,2616107,37
4774236,4774271,4687843,4687878,0.984459,4774236,4687843,36
4446739,4446779,4668907,4668947,0.983217,4446739,4668907,41
5074409,5074447,4521965,4522003,0.984157,5074409,4521965,39
4727403,4727435,4521632,4521664,0.984444,4727403,4521632,33
4931101,4931702,3154670,3155271,0.969078,4931101,3154670,602
4574398,4575831,4522100,4523533,0.986816,4574398,4522100,1434
5074409,5074447,640795,640833,0.984474,5074409,640795,39
5041366,5041401,4697341,4697376,0.983508,5041366,4697341,36
5229070,5229109,3716863,3716902,0.983845,5229070,3716863,40
5103035,5103440,4824707,4825107,0.921376,5103211,4824879,142
4426081,4451993,4143576,4169489,0.976274,4448342,4165839,1276
4525679,4525782,1104294,1104407,0.975873,4525679,1104294,34
4426081,4451994,4143576,4169490,0.975387,4449613,4167109,2382
4763498,4763535,3853769,3853806,0.974765,4763498,3853769,38
5207797,5207950,3875592,3875737,0.789809,5207803,3875599,38
5215902,5215996,4458727,4458820,0.794258,5215958,4458782,39
4739752,4743727,4472031,4476005,0.966732,4741206,4473484,2522
4525734,4525770,820686,820722,0.952589,4525734,820686,37
5207806,5207950,4912424,4912558,0.786207,5207857,4912470,41
4525736,4525767,2160868,2160899,0.786765,4525736,2160868,32
4763499,4763575,4521967,4522043,0.829457,4763499,4521967,37
4417304,4417422,88189,88307,0.757225,4417304,88189,55
4377398,4425293,4095628,4143520,0.979822,4414006,4132233,11288
4377398,4425291,4095628,4143518,0.980212,4412639,4130867,1373
4377398,4425291,4095628,4143518,0.980191,4412406,4130633,238
4407158,4412389,4418826,4424058,0.968486,4412239,4423908,151
4408994,4412392,4380494,4383890,0.968172,4412239,4383737,154
4409141,4412391,4243257,4246505,0.967061,4412239,4246353,153
4377398,4425291,4095628,4143518,0.980233,4412239,4130467,170
4407158,4412511,227718,233072,0.968938,4412239,232800,273
5074411,5074450,4259233,4259272,0.968759,5074411,4259233,40
4377398,4425291,4095628,4143518,0.980232,4409813,4128042,623
4407158,4412388,4418826,4424057,0.982644,4412194,4423862,35
4407158,4412511,227718,233072,0.982482,4412194,232754,35
4377398,4425291,4095628,4143518,0.980169,4408686,4126916,1118
4407001,4408961,4241025,4242984,0.982170,4407263,4241287,1695
4744875,4744915,422418,422458,0.944984,4744875,422418,41
4377398,4425291,4095628,4143518,0.980169,4407147,4125376,1542
4774302,4774343,1156611,1156652,0.979744,4774302,1156611,42
5173381,5173414,2604852,2604885,0.979805,5173381,2604852,34
4535606,4535641,1171314,1171349,0.979762,4535606,1171314,36
4774192,4774230,4871672,4871710,0.979807,4774192,4871672,39
5041364,5041451,4259231,4259311,0.986059,5041364,4259231,40
4814820,4816432,1606196,1607808,0.976729,4814820,1606196,1613
4774194,4774271,4510931,4511008,0.986255,4774194,4510931,36
5074411,5074450,1125528,1125567,0.986257,5074411,1125528,40
5215959,5216044,4259233,4259311,0.986259,5215959,4259233,39
4723211,4723300,2155926,2156019,0.801418,4723263,2155982,38
4377398,4425291,4095628,4143518,0.980211,4401290,4119520,5860
5060701,5060775,777666,777733,0.986649,5060701,777666,39
4525682,4525800,4307939,4308067,0.789157,4525731,4307998,70
5041367,5041451,4521743,4521819,0.785124,5041415,4521783,37
5074361,5080133,4723066,4728838,0.969438,5074361,4723066,5773
5173379,5173413,4912424,4912458,0.781513,5173379,4912424,35
4687779,4687812,2812039,2812072,0.788136,4687779,2812039,34
5215757,5215792,2664445,2664480,0.775000,5215757,2664445,36
4480957,4480994,4523630,4523667,0.795082,4480957,4523630,38
4684170,4687597,4380494,4383919,0.987172,4686311,4382633,1061
5229187,5229225,4523627,4523665,0.985050,5229187,4523627,39
5229188,5229226,4429327,4429365,0.985465,5229188,4429327,39
4774308,4774339,4364723,4364753,0.923077,4774312,4364726,28
5050785,5050821,3889348,3889384,0.921933,5050785,3889348,37
5050720,5050772,4523542,4523593,0.914591,5050730,4523551,43
4774120,4774247,4523555,4523682,0.891473,4774140,4523574,55
4480957,4480991,3889349,3889383,0.899083,4480957,3889349,35
4747290,4759644,4494373,4506726,0.970222,4747387,4494469,6055
5233519,5233553,2475620,2475654,0.972547,5233519,2475620,35
4747290,4759644,4494373,4506726,0.970224,4747318,4494401,66
4325755,4334849,4072837,4081931,0.970603,4328917,4075999,5933
5229077,5229107,2604853,2604883,0.969730,5229077,2604853,31
4565498,4574398,4293976,4302875,0.971698,4571366,4299844,2961
5215656,5215745,4694036,4694124,0.970475,5215656,4694036,40
4525735,4525777,4723116,4723158,0.970154,4525735,4723116,43
5207813,5207893,2267249,2267324,0.840909,5207857,2267288,37
4774119,4774158,4912569,4912608,0.844444,4774119,4912569,40
5074361,5074399,3822699,3822737,0.843284,5074361,3822699,39
4797087,4797122,1866154,1866189,0.832061,4797087,1866154,36
4682331,4684137,4241181,4242984,0.975704,4682439,4241287,1695
4312526,4312627,1904630,1904731,0.841121,4312594,1904698,34
5207803,5207844,4550568,4550610,0.848214,5207803,4550568,39
4343853,4343899,4233426,4233472,0.841667,4343853,4233426,47
4480961,4480991,447549,447579,0.846154,4480961,447549,31
4763589,4763643,4523629,4523682,0.862903,4763589,4523629,36
4763450,4763487,2560584,2560621,0.849206,4763450,2560584,38
4299508,4323134,4049060,4072688,0.963342,4310503,4060056,92
4763502,4763538,2323735,2323771,0.963723,4763502,2323735,37
5006911,5006944,1841820,1841853,0.963760,5006911,1841820,34
4312524,4312561,4355159,4355196,0.963724,4312524,4355159,38
4312525,4312627,4344508,4344610,0.963274,4312525,4344508,103
5074412,5074446,4192921,4192955,0.963762,5074412,4192921,35
5215863,5215894,2677162,2677193,0.963715,5215863,2677162,32
4535605,4535641,4463011,4463047,0.963765,4535605,4463011,37
4343855,4343890,4687793,4687828,0.963721,4343855,4687793,36
5215663,5215994,3875608,3875939,0.956349,5215663,3875608,58
5006912,5006950,4912423,4912462,0.957718,5006912,4912423,36
4281808,4281922,3147937,3148051,0.833333,4281882,3148011,41
5142027,5146451,3167470,3171890,0.966787,5142090,3167532,962
4763316,4763367,4523629,4523679,0.904348,4763316,4523629,36
4763316,4763357,4723116,4723156,0.895238,4763316,4723116,38
4744875,4744915,4355156,4355195,0.866667,4744882,4355162,34
